Source,Target,Type
TENCENT,GOSTUDENT,directed
TENCENT,BLOCKSTREAM,directed
TENCENT,VOODOO,directed
TENCENT,PINDUODUO,directed
TENCENT,PRACTO,directed
TENCENT,LILIUM,directed
TENCENT,FARFETCH,directed
TENCENT,DIDI,directed
TENCENT,GOJEK,directed
TENCENT,HIKE,directed
TENCENT,DST GLOBAL,directed
TENCENT,YINTAI GROUP,directed
TENCENT MUSIC ENTERTAINMENT,WARNER MUSIC GROUP,directed
TENELEVEN VENTURES,KNOWBE4,directed
TERA VENTURES,MONTONIO,directed
THE BOEING COMPANY,SPARKCOGNITION,directed
THE CARLYLE GROUP,AMPERE COMPUTING,directed
THE CARLYLE GROUP,DELHIVERY,directed
THE CARLYLE GROUP,WERIDE,directed
THE CHAINSMOKERS,RUTTER,directed
THE DRAPER RICHARDS KAPLAN FOUNDATION,PHOOL,directed
THE FAMILY,PREPLY,directed
THE NEW YORK TIMES,OPENWEB,directed
THE PARENT COMPANY,LENOVO,directed
THE SCAN FOUNDATION,ALIVE VENTURES,directed
THE WALT DISNEY COMPANY,HULU,directed
THE WESTLY GROUP,OPTIMAL DYNAMICS,directed
THIRD KIND VENTURE CAPITAL,BUBBLE,directed
THIRD PRIME,TEMPERPACK,directed
THIRD PRIME,OCTANE,directed
THIRD PRIME,SEEDINVEST,directed
THIRTY FIVE VENTURES,HUGGING FACE,directed
THOMA BRAVO,K2,directed
THREE ARROWS CAPITAL,AAVE,directed
THRESHOLD,CIRCLECI,directed
THRESHOLD,GOOD TECHNOLOGY,directed
THRIVE CAPITAL,TWITCH,directed
THRIVE CAPITAL,SKIMS,directed
TIGER GLOBAL MANAGEMENT,MOONPAY,directed
TIGER GLOBAL MANAGEMENT,BLINKIT,directed
TIGER GLOBAL MANAGEMENT,ANGELLIST,directed
TIGER GLOBAL MANAGEMENT,SHEIN,directed
TIGER GLOBAL MANAGEMENT,AMBER GROUP,directed
TIGER GLOBAL MANAGEMENT,META,directed
TIGER GLOBAL MANAGEMENT,GRUBMARKET,directed
TIGER GLOBAL MANAGEMENT,PHONEPE,directed
TIGER GLOBAL MANAGEMENT,CLASSPLUS,directed
TIGER GLOBAL MANAGEMENT,COINSWITCH KUBER,directed
TIGER GLOBAL MANAGEMENT,MURAL,directed
TIGER GLOBAL MANAGEMENT,NEAR PROTOCOL,directed
TIGER GLOBAL MANAGEMENT,OLA ELECTRIC,directed
TIGER GLOBAL MANAGEMENT,XENDIT,directed
TIGER GLOBAL MANAGEMENT,HELIUM,directed
TIGER GLOBAL MANAGEMENT,URBANPIPER,directed
TIGER GLOBAL MANAGEMENT,MOGLIX,directed
TIGER GLOBAL MANAGEMENT,GUPSHUP,directed
TIGER GLOBAL MANAGEMENT,SOFTBANK,directed
TIGER GLOBAL MANAGEMENT,BUILT ROBOTICS,directed
TIGER GLOBAL MANAGEMENT,CAPTAIN FRESH,directed
TIGER GLOBAL MANAGEMENT,OXYZO,directed
TIGER GLOBAL MANAGEMENT,YANDEX,directed
TIGER GLOBAL MANAGEMENT,GAMES24X7,directed
TIGER GLOBAL MANAGEMENT,ITILITE,directed
TIGER GLOBAL MANAGEMENT,OPENPHONE,directed
TIGER GLOBAL MANAGEMENT,BREX,directed
TIGER GLOBAL MANAGEMENT,SQUIRE,directed
TIGER GLOBAL MANAGEMENT,6SENSE,directed
TIGER GLOBAL MANAGEMENT,APNA,directed
TIGER GLOBAL MANAGEMENT,OFBUSINESS,directed
TIGER GLOBAL MANAGEMENT,RUPIFI,directed
TIGER GLOBAL MANAGEMENT,CURRENT,directed
TIGER GLOBAL MANAGEMENT,SALTPAY,directed
TIGER GLOBAL MANAGEMENT,WARESIX,directed
TIGER GLOBAL MANAGEMENT,TRUELAYER,directed
TIGER GLOBAL MANAGEMENT,OSSO VR,directed
TIGER GLOBAL MANAGEMENT,MULTIPLIER,directed
TIGER GLOBAL MANAGEMENT,VIZ,directed
TIGER GLOBAL MANAGEMENT,MOVEWORKS,directed
TIGER GLOBAL MANAGEMENT,WASOKO,directed
TIGER GLOBAL MANAGEMENT,ATHER ENERGY,directed
TIGER GLOBAL MANAGEMENT,DILIGENT ROBOTICS,directed
TIGER GLOBAL MANAGEMENT,SOCURE,directed
TIGER GLOBAL MANAGEMENT,VEDANTU,directed
TIGER GLOBAL MANAGEMENT,LATTICE,directed
TIGER GLOBAL MANAGEMENT,APTOS,directed
TIGER GLOBAL MANAGEMENT,NOBROKER,directed
TIGER GLOBAL MANAGEMENT,MONEY VIEW,directed
TIGER GLOBAL MANAGEMENT,GO1,directed
TIGER GLOBAL MANAGEMENT,SAFETYCULTURE,directed
TIGER GLOBAL MANAGEMENT,COGOPORT,directed
TIGER GLOBAL MANAGEMENT,QONTO,directed
TIGER GLOBAL MANAGEMENT,THUMBTACK,directed
TIGER GLOBAL MANAGEMENT,VESTIAIRE COLLECTIVE,directed
TIGER GLOBAL MANAGEMENT,VERIFF,directed
TIGER GLOBAL MANAGEMENT,DELHIVERY,directed
TIGER GLOBAL MANAGEMENT,SQUARESPACE,directed
TIGER GLOBAL MANAGEMENT,OPEN,directed
TIGER GLOBAL MANAGEMENT,SERVICETITAN,directed
TIGER GLOBAL MANAGEMENT,INFRAMARKET,directed
TIGER GLOBAL MANAGEMENT,GREYORANGE,directed
TIGER GLOBAL MANAGEMENT,SENSETIME,directed
TIGER GLOBAL MANAGEMENT,STARRY,directed
TIGER GLOBAL MANAGEMENT,REDIS,directed
TIGER GLOBAL MANAGEMENT,BIZONGO,directed
TIGER GLOBAL MANAGEMENT,DATAIKU,directed
TIGER GLOBAL MANAGEMENT,PROCORE,directed
TIGER GLOBAL MANAGEMENT,ARCADIA,directed
TIGER GLOBAL MANAGEMENT,WIZ FREIGHT,directed
TIGER GLOBAL MANAGEMENT,ZYNGA,directed
TIGER GLOBAL MANAGEMENT,VEHO,directed
TIGER GLOBAL MANAGEMENT,SPINNY,directed
TIGER GLOBAL MANAGEMENT,WEALTHFRONT,directed
TIGER GLOBAL MANAGEMENT,YOTPO,directed
TIGER GLOBAL MANAGEMENT,KOMODO HEALTH,directed
TIGER GLOBAL MANAGEMENT,WHEEL,directed
TIGER GLOBAL MANAGEMENT,SLICE,directed
TIGER GLOBAL MANAGEMENT,ASCENDIO,directed
TIGER GLOBAL MANAGEMENT,AUTOMATTIC,directed
TIGER GLOBAL MANAGEMENT,PRODUCTBOARD,directed
TIGER GLOBAL MANAGEMENT,SPRING HEALTH,directed
TIGER GLOBAL MANAGEMENT,REVOLUT,directed
TIGER GLOBAL MANAGEMENT,CIALFO,directed
TIGER GLOBAL MANAGEMENT,UPSTOX,directed
TIGER GLOBAL MANAGEMENT,AVIATRIX,directed
TIGER GLOBAL MANAGEMENT,INNOVACCER,directed
TIGER GLOBAL MANAGEMENT,AGENTSYNC,directed
TIGER GLOBAL MANAGEMENT,MERCADOLIBRE,directed
TIGER GLOBAL MANAGEMENT,BLOCKFI,directed
TIGER GLOBAL MANAGEMENT,ALIBABA GROUP,directed
TIGER GLOBAL MANAGEMENT,CHECKOUTCOM,directed
TIGER GLOBAL MANAGEMENT,SCALE AI,directed
TIGER GLOBAL MANAGEMENT,LINKEDIN,directed
TIGER GLOBAL MANAGEMENT,HIKE,directed
TIGER GLOBAL MANAGEMENT,BYTEDANCE,directed
TIGER GLOBAL MANAGEMENT,GLASSDOOR,directed
TIGER GLOBAL MANAGEMENT,MATRIXPORT,directed
TIGER GLOBAL MANAGEMENT,RAZORPAY,directed
TIGER GLOBAL MANAGEMENT,JDCOM,directed
TIKEHAU CAPITAL,VOODOO,directed
TIMES INTERNET,POCKET FM,directed
TIMES INTERNET,LETSVENTURE,directed
TLV PARTNERS,SILVERFORT,directed
TMOBILE VENTURES,SPECTRO CLOUD,directed
TMV,NAUTILUS LABS,directed
TNB AURA,ZIPMEX,directed
TNB FINANCIAL SERVICES,VISA,directed
TOBA CAPITAL,TRACE,directed
TOBA CAPITAL,ALTERYX,directed
TOBA CAPITAL,CONVERSICA,directed
TOP TIER CAPITAL PARTNERS,TYPEFORM,directed
TOP TIER CAPITAL PARTNERS,SMARTSHEET,directed
TOUCHDOWN VENTURES,LINKSQUARES,directed
TOWN HALL VENTURES,ELEANOR HEALTH,directed
TPG,KASEYA,directed
TPG,NIO,directed
TPG,LENOVO,directed
TPG,PROPERTYGURU GROUP,directed
TPG,ETSY,directed
TPG,BOX,directed
TPG,COURSE HERO,directed
TPG,CICC,directed
TPG,TANIUM,directed
TPG,RELIANCE RETAIL,directed
TPG GROWTH,ZSCALER,directed
TRADE CAPITAL FUNDING,MEDTRONIC,directed
TRANSFORMATION CAPITAL,LETSGETCHECKED,directed
TRIAN FUND MANAGEMENT,COMCAST,directed
TRIBE CAPITAL,2TM,directed
TRIBE CAPITAL,REPUBLIC,directed
TRIBE CAPITAL,PIPE,directed
TRIBE CAPITAL,APOLLOIO,directed
TRIBE CAPITAL,FTX US,directed
TRIBE CAPITAL,KRAKEN,directed
TRICA,STOCKAL,directed
TRIFECTA CAPITAL ADVISORS,CHALO,directed
TRIFECTA CAPITAL ADVISORS,MOBIKWIK,directed
TRIFECTA CAPITAL ADVISORS,NOBROKER,directed
TRIFECTA CAPITAL ADVISORS,GIRNARSOFT,directed
TRILOGY EQUITY PARTNERS,SHIPIUM,directed
TRINITY CAPITAL,DIGITALOCEAN,directed
TRINITY VENTURES,SQUIRE,directed
TRINITY VENTURES,BIRDEYE,directed
TRINITY VENTURES,AUTH0,directed
TRIODOS INVESTMENT MANAGEMENT,AAVISHKAAR VENTURE CAPITAL,directed
TRIPLEPOINT CAPITAL,NVIDIA,directed
TRIPLEPOINT CAPITAL,BRANCH,directed
TRIPLEPOINT CAPITAL,CREDIT KUDOS,directed
TRIPLEPOINT VENTURE GROWTH,CAPITAL ON TAP,directed
TRUE VENTURES,EMITWISE,directed
TRUE,MAUDE,directed
TRUSTBRIDGE PARTNERS,FIVEAI,directed
TTV CAPITAL,SAMCART,directed
TTV CAPITAL,WELCOME TECH,directed
TUSK VENTURE PARTNERS,WHEEL,directed
TUSK VENTURE PARTNERS,FANDUEL,directed
TWILIO,ALGOLIA,directed
TWO BEAR CAPITAL,SELECTOR,directed
TWO SIGMA VENTURES,TIVE,directed
TWO SIGMA VENTURES,SOCURE,directed
TWO SIGMA VENTURES,SECURITYSCORECARD,directed
TYBOURNE CAPITAL MANAGEMENT,GIRNARSOFT,directed
US DEPARTMENT OF DEFENSE,MAYO CLINIC,directed
US DEPARTMENT OF HEALTH HUMAN SERVICES,REGENERON,directed
US FOOD AND DRUG ADMINISTRATION,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,directed
US TRADE AND DEVELOPMENT AGENCY,PLDT,directed
US VENTURE PARTNERS,CYBERPION,directed
UBER,UBER,directed
UBISOFT,ANIMOCA BRANDS,directed
UBISOFT,OVERWOLF,directed
UDR,SMARTRENT,directed
ULU VENTURES,SPANIO,directed
ULU VENTURES,FUTURE FAMILY,directed
ULU VENTURES,ZEROSTOREFRONT,directed
ULU VENTURES,EVERLAW,directed
ULU VENTURES,PALANTIR TECHNOLOGIES,directed
UNION SQUARE VENTURES,ALGORAND,directed
UNION SQUARE VENTURES,TWILIO,directed
UNION SQUARE VENTURES,HELIUM,directed
UNION SQUARE VENTURES,CLOUDFLARE,directed
UNION SQUARE VENTURES,MONGODB,directed
UNION SQUARE VENTURES,ETSY,directed
UNION SQUARE VENTURES,SHIPPO,directed
UNION SQUARE VENTURES,UPGRADE,directed
UNION SQUARE VENTURES,SMARTHOP,directed
UNION SQUARE VENTURES,FUNDING CIRCLE,directed
UNION SQUARE VENTURES,ARWEAVE,directed
UNION SQUARE VENTURES,BLOCKTOWER CAPITAL,directed
UNION SQUARE VENTURES,SLOPE,directed
UNION SQUARE VENTURES,JUSTWORKS,directed
UNION SQUARE VENTURES,FIVEABLE,directed
UNION SQUARE VENTURES,POLYCHAIN,directed
UNION SQUARE VENTURES,CIRCLEUP,directed
UNITED INTERNET VENTURES,ROCKET INTERNET,directed
UNITED OVERSEAS BANK,OURCROWD,directed
UNITED STATES NAVY,ELEMENTAL EXCELERATOR,directed
UNITED VENTURES,EVERLI,directed
UNIVERSAL MATERIALS INCUBATOR,ARZEDA,directed
UOB VENTURE,OURCROWD,directed
UPFRONT VENTURES,ENVESTNET,directed
UPHOLD,LEDGER,directed
UPHONEST CAPITAL,SUBSTACK,directed
UPHONEST CAPITAL,BILLIONTOONE,directed
UPWEST,HOME365,directed
US ANGEL INVESTORS,LENDABLE,directed
US DEPARTMENT OF ENERGY,SPARKCOGNITION,directed
US DEPARTMENT OF ENERGY,SIEMENS,directed
US DEPARTMENT OF ENERGY,HONEYWELL,directed
UST,TRULIOO,directed
UVC PARTNERS,FINN,directed
VALAR VENTURES,BITPANDA,directed
VALAR VENTURES,XERO,directed
VALAR VENTURES,OCTANE,directed
VALAR VENTURES,SHARES,directed
VALAR VENTURES,SIMPL,directed
VALOR EQUITY PARTNERS,LIGHTNING LABS,directed
VALOR EQUITY PARTNERS,SONDER,directed
VALOR EQUITY PARTNERS,FAIR,directed
VALOR EQUITY PARTNERS,SLINGSHOT AEROSPACE,directed
VALOR EQUITY PARTNERS,CHINGARI,directed
VALOR EQUITY PARTNERS,DATAMINR,directed
VALOR EQUITY PARTNERS,HACKERONE,directed
VALOR EQUITY PARTNERS,AGENTSYNC,directed
VALOR EQUITY PARTNERS,REPUBLIC,directed
VALUEACT CAPITAL,CITI,directed
VANKE,CUSHMAN WAKEFIELD,directed
VAST VENTURES,BLACK CROW AI,directed
VC4A,CREDPAL,directed
VDOSH,EXPERT DOJO,directed
VENOVATE,UPHOLD,directed
VENREX,OTA INSIGHT,directed
VENREX,SEEDCAMP,directed
VENROCK,INTEL,directed
VENROCK,APPLE,directed
VENROCK,CLOUDFLARE,directed
VENROCK,6SENSE,directed
VENROCK,BRISTOL MYERS SQUIBB,directed
VENROCK,QUIQ,directed
VENROCK,DATAMINR,directed
VENROCK,RARIBLE,directed
VENROCK,INTEROS,directed
VENTURA CAPITAL,ZILCH,directed
VENTURE CATALYSTS,INSTORIED,directed
VENTURE CATALYSTS,BLUSMART MOBILITY,directed
VENTURE CATALYSTS,GOQII,directed
VENTURE CATALYSTS,RESHAMANDI,directed
VENTURE CATALYSTS,VESTED FINANCE,directed
VENTUREFRIENDS,CARMOOLA,directed
VENTURES PLATFORM,THRIVE AGRIC,directed
VENTURESOUQ,SARY,directed
VENTURESOUQ,VOLOPAY,directed
VENTURESOUQ,WHAT3WORDS,directed
VERLINVEST,CHEWY,directed
VERTEX VENTURES,NIUM,directed
VERTEX VENTURES,LICIOUS,directed
VERTEX VENTURES,AXONIUS,directed
VERTEX VENTURES,LAUNCHDARKLY,directed
VERTEX VENTURES,XPRESSBEES,directed
VERTEX VENTURES,SES,directed
VERTEX VENTURES,DATARAILS,directed
VERTEX VENTURES,YOTPO,directed
VERTEX VENTURES,EVISORT,directed
VERTEX VENTURES,BINANCE,directed
VERTEX VENTURES ISRAEL,DATARAILS,directed
VERTEX VENTURES SOUTHEAST ASIA INDIA,BINANCE,directed
VESTAR CAPITAL PARTNERS,IRI,directed
VICTORY PARK CAPITAL,ZIP,directed
VIKING GLOBAL INVESTORS,ITERABLE,directed
VIKING GLOBAL INVESTORS,ADAPTIVE BIOTECHNOLOGIES,directed
VILCAP INVESTMENTS,GLOBAL DATA CONSORTIUM,directed
VILLAGE CAPITAL,KHAZNA,directed
VILLAGE CAPITAL,GLOBAL DATA CONSORTIUM,directed
VILLAGE CAPITAL,SKYHIVE,directed
VILLAGE CAPITAL,UPSIE,directed
VILLAGE CAPITAL,IUNU,directed
VILLAGE GLOBAL,FORETHOUGHT,directed
VILLAGE GLOBAL,BRIGHTSIDE HEALTH,directed
VILLAGE GLOBAL,DFINITY,directed
VILLAGE GLOBAL,EVISORT,directed
VIOLA GROWTH,HOME365,directed
VIOLA VENTURES,LIGHTRICKS,directed
VIOLA VENTURES,REDIS,directed
VISA,CARTCOM,directed
VISA,DOCUSIGN,directed
VISA,CHARGEAFTER,directed
VISA,SOLARISBANK,directed
VISA,YAHOO,directed
VISIONARIES CLUB,YOKOY,directed
VISIONARIES CLUB,LEAPSOME,directed
VITRUVIAN PARTNERS,DARKTRACE,directed
VITRUVIAN PARTNERS,MOONFARE,directed
VITRUVIAN PARTNERS,VESTIAIRE COLLECTIVE,directed
VITRUVIAN PARTNERS,WALKME,directed
VIVO CAPITAL,BRISTOL MYERS SQUIBB,directed
VIVO CAPITAL,SIERRA ONCOLOGY,directed
VIVRITI CAPITAL,INFRAMARKET,directed
VIVRITI CAPITAL,SLICE,directed
VNV GLOBAL,SWVL TECHNOLOGIES,directed
VOLITION CAPITAL,CHEWY,directed
VOLITION CAPITAL,SECURONIX,directed
VOLKSWAGEN GROUP,ARGO AI,directed
VOODOO,POLYGON,directed
VOYAGER,BLOCKDAEMON,directed
VOYAGER CAPITAL,LIGHTER CAPITAL,directed
VULCAN CAPITAL,INTERCOM,directed
VULCAN CAPITAL,SOCOTRA,directed
VULCAN CAPITAL,EAT JUST,directed
VULCAN CAPITAL,SOLARISBANK,directed
VULCAN CAPITAL,CIALFO,directed
WALMART,PHONEPE,directed
WALMART,RAKUTEN,directed
WALMART,CRUISE,directed
WALMART,JDCOM,directed
WAMDA CAPITAL,INSIDER,directed
WARBURG PINCUS,CROWDSTRIKE,directed
WARBURG PINCUS,AIRTEL,directed
WARBURG PINCUS,ELEANOR HEALTH,directed
WARBURG PINCUS,ZIMPERIUM,directed
WARBURG PINCUS,OLA,directed
WARBURG PINCUS,HELIX,directed
WARBURG PINCUS,AURA,directed
WARBURG PINCUS,PHIL,directed
WARBURG PINCUS,WUXI APPTEC,directed
WARNER MUSIC GROUP,ROBLOX,directed
WARNER MUSIC GROUP,OVERWOLF,directed
WARNER MUSIC GROUP,DAPPER LABS,directed
WARNERMEDIA,HULU,directed
WASHINGTON POST,EXECONLINE,directed
WAVEMAKER PARTNERS,ZILINGO,directed
WAVEMAKER PARTNERS,GROWSARI,directed
WAVEMAKER PARTNERS,MINDBODY,directed
WAVEMAKER PARTNERS,FLOQAST,directed
WAVEMAKER PARTNERS,500 STARTUPS,directed
WAVEMAKER PARTNERS,PLDT,directed
WAVEMAKER PARTNERS,SCIENCE,directed
WAYRA,CREHANA,directed
WAYRA,ASCENSION,directed
WEFUNDER,SHIPBOB,directed
WELLINGTON MANAGEMENT,SOMATUS,directed
WELLINGTON MANAGEMENT,COURSE HERO,directed
WELLINGTON MANAGEMENT,SPOTON,directed
WELLINGTON MANAGEMENT,SPANIO,directed
WELLINGTON MANAGEMENT,HOUZZ,directed
WELLINGTON MANAGEMENT,DIGIT INSURANCE,directed
WELLINGTON MANAGEMENT,PPRO,directed
WELLS FARGO,GREENLIGHT,directed
WELLS FARGO,NOTARIZE,directed
WELLS FARGO,THETA LAKE,directed
WELLS FARGO,CUSHMAN WAKEFIELD,directed
WEST AFRICA TRADE HUB,THRIVE AGRIC,directed
WESTBRIDGE CAPITAL,INDIAMART,directed
WESTBRIDGE CAPITAL,NAZARA TECHNOLOGIES,directed
WESTBRIDGE CAPITAL,INDIQUBE,directed
WESTCAP,CELSIUS NETWORK,directed
WESTERN TECHNOLOGY INVESTMENT,BITWISE INDUSTRIES,directed
WESTERN TECHNOLOGY INVESTMENT,HEALTH IQ,directed
WESTERN TECHNOLOGY INVESTMENT,LANZATECH,directed
WESTERN TECHNOLOGY INVESTMENT,VEEV,directed
WESTERN TECHNOLOGY INVESTMENT,AFFINITY,directed
WESTERN TECHNOLOGY INVESTMENT,ANSYS,directed
WESTPAC,ZIP,directed
WESTWAVE CAPITAL,SPECTRO CLOUD,directed
WHITE STAR CAPITAL,DIALOGUE,directed
WHITE STAR CAPITAL,FINN,directed
WHITE STAR CAPITAL,DFNS,directed
WHITE STAR CAPITAL,SCIENCE,directed
WING VENTURE CAPITAL,OBSIDIAN SECURITY,directed
WING VENTURE CAPITAL,STARKWARE INDUSTRIES,directed
WING VENTURE CAPITAL,DRIP CAPITAL,directed
WING VENTURE CAPITAL,SNOWFLAKE,directed
WINKLEVOSS CAPITAL,GEMINI,directed
WINKLEVOSS CAPITAL,HYDROW,directed
WINKLEVOSS CAPITAL,ETHEREUM FOUNDATION,directed
WINTER CAPITAL ADVISORS,COLLEGEDEKHO,directed
WINTERMUTE TRADING,BITPANDA,directed
WIPRO VENTURES,TLV PARTNERS,directed
WME,MAUDE,directed
WME,HEAP,directed
WNDRCO,BUILDERAI,directed
WNDRCO,TWINGATE,directed
WNDRCO,SURE,directed
WNDRCO,AURA,directed
WOODFORD INVESTMENT MANAGEMENT,SEEDRS,directed
WORKDAY,ANAPLAN,directed
WORLD INNOVATION LAB WIL,BIRDEYE,directed
WUXI APPTEC,DNANEXUS,directed
XBTO GROUP,FIREFLY AEROSPACE,directed
XEROX,LINKSQUARES,directed
XG VENTURES,POPLAR HOMES,directed
XYZ VENTURE CAPITAL,VONTIVE,directed
Y COMBINATOR,EIGHT SLEEP,directed
Y COMBINATOR,GRUBMARKET,directed
Y COMBINATOR,TWITCH,directed
Y COMBINATOR,CHECKR,directed
Y COMBINATOR,DOCKER,directed
Y COMBINATOR,WEFUNDER,directed
Y COMBINATOR,OPENAI,directed
Y COMBINATOR,AIRBYTE,directed
Y COMBINATOR,XENDIT,directed
Y COMBINATOR,GITLAB,directed
Y COMBINATOR,GINKGO BIOWORKS,directed
Y COMBINATOR,OPENPHONE,directed
Y COMBINATOR,SUBSTACK,directed
Y COMBINATOR,BREX,directed
Y COMBINATOR,HACKERRANK,directed
Y COMBINATOR,SQUIRE,directed
Y COMBINATOR,CREDPAL,directed
Y COMBINATOR,BIOBOT ANALYTICS,directed
Y COMBINATOR,WORKRAMP,directed
Y COMBINATOR,CONVOY,directed
Y COMBINATOR,CLIPBOARD HEALTH,directed
Y COMBINATOR,TREINTA,directed
Y COMBINATOR,AJAIB,directed
Y COMBINATOR,STILT,directed
Y COMBINATOR,SHEARSHARE,directed
Y COMBINATOR,APOLLOIO,directed
Y COMBINATOR,LATTICE,directed
Y COMBINATOR,GOLDBELLY,directed
Y COMBINATOR,RUTTER,directed
Y COMBINATOR,SPRING,directed
Y COMBINATOR,DYTE,directed
Y COMBINATOR,GO1,directed
Y COMBINATOR,BILLIONTOONE,directed
Y COMBINATOR,ALGOLIA,directed
Y COMBINATOR,VERIFF,directed
Y COMBINATOR,DOORDASH,directed
Y COMBINATOR,TRUORA,directed
Y COMBINATOR,GOTRADE,directed
Y COMBINATOR,DRIP CAPITAL,directed
Y COMBINATOR,NOVA CREDIT,directed
Y COMBINATOR,PEOPLEAI,directed
Y COMBINATOR,PAGERDUTY,directed
Y COMBINATOR,RAPTOR MAPS,directed
Y COMBINATOR,FIVETRAN,directed
Y COMBINATOR,SHIPBOB,directed
Y COMBINATOR,SKILL LYNC,directed
Y COMBINATOR,HEAP,directed
Y COMBINATOR,SHIPPER,directed
Y COMBINATOR,ZEROSTOREFRONT,directed
Y COMBINATOR,JERRY,directed
Y COMBINATOR,THRIVE AGRIC,directed
Y COMBINATOR,SIFT,directed
Y COMBINATOR,OPENSEA,directed
Y COMBINATOR,VOLOPAY,directed
Y COMBINATOR,DID,directed
Y COMBINATOR,WHATNOT,directed
Y COMBINATOR,CRUISE,directed
Y COMBINATOR,PODIUM,directed
Y COMBINATOR,OBSERVEAI,directed
Y COMBINATOR,54GENE,directed
Y COMBINATOR,GEM,directed
Y COMBINATOR,CAPTIVATEIQ,directed
Y COMBINATOR,CLEVER,directed
Y COMBINATOR,MUX,directed
Y COMBINATOR,MESH,directed
Y COMBINATOR,ASTRANIS,directed
Y COMBINATOR,SCALE AI,directed
Y COMBINATOR,RAZORPAY,directed
Y COMBINATOR,PROTOCOL LABS,directed
Y COMBINATOR CONTINUITY FUND,MESH,directed
YAHOO,GOOGLE,directed
YIELD GUILD GAMES,YIELD GUILD GAMES SOUTHEAST ASIA,directed
YINTAI GROUP,LI AUTO,directed
YOUTH BUSINESS INTERNATIONAL,ACCENTURE,directed
ZABKA POLSKA,AIFI,directed
ZEEV VENTURES,DATARAILS,directed
ZETTA VENTURE PARTNERS,LILT,directed
ZETTA VENTURE PARTNERS,TRACTABLE,directed
ZHEJIANG GEELY HOLDING GROUP,DAIMLER,directed
ZHENFUND,HUOBI,directed
ZIGG CAPITAL,VONTIVE,directed
ZIGG CAPITAL,JUNIPER SQUARE,directed
ZIP,ZESTMONEY,directed
ZOMATO,BLINKIT,directed
ZOMATO,URBANPIPER,directed
ZOMATO,SHIPROCKET,directed
ZOOM,GENESYS,directed
ZOOM,THETA LAKE,directed
ZOOM,MONDAYCOM,directed
ZOOM,OBSERVEAI,directed
